"Statistic Label","CensusYear","Age Group","Principal Economic Status","Sex","Detailed Marital Status","UNIT","VALUE"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed looking for first regular job","Male","Widowed","Number","1"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed looking for first regular job","Female","All marital status","Number","8833"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed looking for first regular job","Female","Single","Number","8516"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed looking for first regular job","Female","Registered same-sex civil partnership","Number","0"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed looking for first regular job","Female","Married (first marriage)","Number","287"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed looking for first regular job","Female","Re-married","Number","3"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed looking for first regular job","Female","Separated","Number","15"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed looking for first regular job","Female","Divorced","Number","7"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed looking for first regular job","Female","Widowed","Number","5"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Both sexes","All marital status","Number","60596"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Both sexes","Single","Number","57766"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Both sexes","Registered same-sex civil partnership","Number","0"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Both sexes","Married (first marriage)","Number","2569"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Both sexes","Re-married","Number","8"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Both sexes","Separated","Number","178"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Both sexes","Divorced","Number","33"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Both sexes","Widowed","Number","42"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Male","All marital status","Number","37716"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Male","Single","Number","36576"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Male","Registered same-sex civil partnership","Number","0"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Male","Married (first marriage)","Number","1025"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Male","Re-married","Number","6"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Male","Separated","Number","70"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Male","Divorced","Number","15"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Male","Widowed","Number","24"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Female","All marital status","Number","22880"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Female","Single","Number","21190"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Female","Registered same-sex civil partnership","Number","0"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Female","Married (first marriage)","Number","1544"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Female","Re-married","Number","2"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Female","Separated","Number","108"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Female","Divorced","Number","18"
"Population Aged 15 Years and Over","2011","15 - 24 years","Unemployed having lost or given up previous job","Female","Widowed","Number","18"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Both sexes","All marital status","Number","351209"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Both sexes","Single","Number","349813"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Both sexes","Registered same-sex civil partnership","Number","0"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Both sexes","Married (first marriage)","Number","1219"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Both sexes","Re-married","Number","12"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Both sexes","Separated","Number","81"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Both sexes","Divorced","Number","18"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Both sexes","Widowed","Number","66"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Male","All marital status","Number","172887"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Male","Single","Number","172305"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Male","Registered same-sex civil partnership","Number","0"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Male","Married (first marriage)","Number","496"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Male","Re-married","Number","6"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Male","Separated","Number","44"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Male","Divorced","Number","7"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Male","Widowed","Number","29"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Female","All marital status","Number","178322"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Female","Single","Number","177508"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Female","Registered same-sex civil partnership","Number","0"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Female","Married (first marriage)","Number","723"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Female","Re-married","Number","6"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Female","Separated","Number","37"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Female","Divorced","Number","11"
"Population Aged 15 Years and Over","2011","15 - 24 years","Student or pupil","Female","Widowed","Number","37"
"Population Aged 15 Years and Over","2011","15 - 24 years","Looking after home/family","Both sexes","All marital status","Number","9104"
"Population Aged 15 Years and Over","2011","15 - 24 years","Looking after home/family","Both sexes","Single","Number","7354"
"Population Aged 15 Years and Over","2011","15 - 24 years","Looking after home/family","Both sexes","Registered same-sex civil partnership","Number","0"
